NO,식품명,식품대분류,식품상세분류
588,"돼지감자, 생것",농축산물,감자 및 전분류
589,"돼지감자, 삶은것",농축산물,감자 및 전분류
590,"돼지감자, 말린것",농축산물,감자 및 전분류
591,"마, 단마, 생것",농축산물,감자 및 전분류
592,"마, 둥근마, 생것",농축산물,감자 및 전분류
593,"마, 장마, 생것",농축산물,감자 및 전분류
594,"마, 장마, 삶은것",농축산물,감자 및 전분류
595,"아피오스감자, 생것",농축산물,감자 및 전분류
596,"야콘, 뿌리, 생것",농축산물,감자 및 전분류
597,"야콘, 뿌리, 삶은것",농축산물,감자 및 전분류
598,"전분, 감자, 가루",농축산물,감자 및 전분류
599,"전분, 고구마, 가루",농축산물,감자 및 전분류
600,"전분, 밀, 가루",농축산물,감자 및 전분류
601,"전분, 쌀, 가루",농축산물,감자 및 전분류
602,"전분, 옥수수, 가루",농축산물,감자 및 전분류
603,"전분, 옥수수, 밀, 가루",농축산물,감자 및 전분류
604,"전분, 칡뿌리, 가루",농축산물,감자 및 전분류
605,"천마, 생것",농축산물,감자 및 전분류
606,"천마, 찐것",농축산물,감자 및 전분류
607,"칡, 뿌리, 생것",농축산물,감자 및 전분류
608,칡즙,농축산물,감자 및 전분류
609,"토란, 생것",농축산물,감자 및 전분류
610,"토란, 삶은것",농축산물,감자 및 전분류
611,"토란, 찐것",농축산물,감자 및 전분류
612,"히카마(얌빈), 생것",농축산물,감자 및 전분류
613,"히카마(얌빈), 삶은것",농축산물,감자 및 전분류
614,"개암, 헤이즐넛, 말린것",농축산물,견과류 및 종실류
615,"개암, 헤이즐넛, 볶은것",농축산물,견과류 및 종실류
616,"도토리, 생것",농축산물,견과류 및 종실류
617,"도토리, 가루",농축산물,견과류 및 종실류
618,"도토리, 가루, 졸참도토리",농축산물,견과류 및 종실류
619,"도토리, 가루, 종가시도토리",농축산물,견과류 및 종실류
620,"도토리, 국수, 말린것",농축산물,견과류 및 종실류
621,도토리묵,농축산물,견과류 및 종실류
622,"도토리묵, 가루",농축산물,견과류 및 종실류
623,"들깨, 말린것",농축산물,견과류 및 종실류
624,"들깨, 볶은것",농축산물,견과류 및 종실류
625,"땅콩, 말린것",농축산물,견과류 및 종실류
626,"땅콩, 검은색, 말린것",농축산물,견과류 및 종실류
627,"땅콩, 대립종, 말린것",농축산물,견과류 및 종실류
628,"땅콩, 중립종, 말린것",농축산물,견과류 및 종실류
629,"땅콩, 소립종, 말린것",농축산물,견과류 및 종실류
630,"땅콩, 삶은것, 소금첨가",농축산물,견과류 및 종실류
631,"땅콩, 볶은것",농축산물,견과류 및 종실류
632,"땅콩, 가루",농축산물,견과류 및 종실류
633,"땅콩, 조미, 볶은것",농축산물,견과류 및 종실류
634,"때죽, 말린것",농축산물,견과류 및 종실류
635,"마름, 생것",농축산물,견과류 및 종실류
636,"마카다미아, 조미, 볶은것",농축산물,견과류 및 종실류
637,"머루씨, 생것",농축산물,견과류 및 종실류
638,"목화씨, 구운것",농축산물,견과류 및 종실류
639,"밤, 생것",농축산물,견과류 및 종실류
640,"밤, 단택, 생것",농축산물,견과류 및 종실류
641,"밤, 대보, 생것",농축산물,견과류 및 종실류
642,"밤, 옥광, 생것",농축산물,견과류 및 종실류
643,"밤, 이평, 생것",농축산물,견과류 및 종실류
644,"밤, 축파, 생것",농축산물,견과류 및 종실류
645,"밤, 삶은것",농축산물,견과류 및 종실류
646,"밤, 단택, 삶은것",농축산물,견과류 및 종실류
647,"밤, 대보, 삶은것",농축산물,견과류 및 종실류
648,"밤, 옥광, 삶은것",농축산물,견과류 및 종실류
649,"밤, 이평, 삶은것",농축산물,견과류 및 종실류
650,"밤, 축파, 삶은것",농축산물,견과류 및 종실류
651,"밤, 구운것",농축산물,견과류 및 종실류
652,"밤, 단택, 구운것",농축산물,견과류 및 종실류
653,"밤, 대보, 구운것",농축산물,견과류 및 종실류
654,"밤, 축파, 구운것",농축산물,견과류 및 종실류
655,"밤, 말린것",농축산물,견과류 및 종실류
656,"밤, 구운것, 레토르트",농축산물,견과류 및 종실류
657,"밤, 통조림",농축산물,견과류 및 종실류
658,"브라질너트, 말린것",농축산물,견과류 및 종실류
659,"브라질너트, 조미, 볶은것",농축산물,견과류 및 종실류
660,"삼씨(대마씨), 말린것",농축산물,견과류 및 종실류
661,"수박씨, 말린것",농축산물,견과류 및 종실류
662,"수박씨, 조미, 볶은것",농축산물,견과류 및 종실류
663,"아마씨, 볶은것",농축산물,견과류 및 종실류
664,"아몬드, 말린것",농축산물,견과류 및 종실류
665,"아몬드, 볶은것",농축산물,견과류 및 종실류
666,"아몬드, 조미, 볶은것",농축산물,견과류 및 종실류
667,"연씨, 생것",농축산물,견과류 및 종실류
668,"은행, 생것",농축산물,견과류 및 종실류
669,"은행, 삶은것",농축산물,견과류 및 종실류
670,"은행, 볶은것",농축산물,견과류 및 종실류
671,"잣, 생것",농축산물,견과류 및 종실류
672,"잣, 볶은것",농축산물,견과류 및 종실류
673,"잣, 말린것",농축산물,견과류 및 종실류
674,잣두부,농축산물,견과류 및 종실류
675,잣죽,농축산물,견과류 및 종실류
676,"참깨, 검은색, 말린것",농축산물,견과류 및 종실류
677,"참깨, 검은색, 볶은것",농축산물,견과류 및 종실류
678,"참깨, 흰색, 말린것",농축산물,견과류 및 종실류
679,"참깨, 흰색, 볶은것",농축산물,견과류 및 종실류
680,"참깨 과자, 엿강정",농축산물,견과류 및 종실류
681,참깨죽,농축산물,견과류 및 종실류
682,"치아씨, 말린것",농축산물,견과류 및 종실류
683,"캐슈넛, 조미, 볶은것",농축산물,견과류 및 종실류
684,"코코넛, 말린것",농축산물,견과류 및 종실류
685,"코코넛, 볶은것",농축산물,견과류 및 종실류
686,"코코넛, 코코넛밀크",농축산물,견과류 및 종실류
687,코코넛수,농축산물,견과류 및 종실류
688,"피스타치오, 말린것",농축산물,견과류 및 종실류
689,"피스타치오, 볶은것",농축산물,견과류 및 종실류
690,"피스타치오, 조미, 볶은것",농축산물,견과류 및 종실류
691,"피칸, 말린것",농축산물,견과류 및 종실류
692,"피칸, 조미, 볶은것",농축산물,견과류 및 종실류
693,"해바라기씨, 말린것",농축산물,견과류 및 종실류
694,"해바라기씨, 볶은것",농축산물,견과류 및 종실류
695,"해바라기씨, 조미, 볶은것",농축산물,견과류 및 종실류
696,"호두, 말린것",농축산물,견과류 및 종실류
697,"호두, 볶은것",농축산물,견과류 및 종실류
698,"호박씨, 말린것",농축산물,견과류 및 종실류
699,"호박씨, 조미, 볶은것",농축산물,견과류 및 종실류
700,"귀리, 겉귀리, 도정, 생것",농축산물,곡류 및 그 제품
701,"귀리, 쌀귀리, 도정, 생것",농축산물,곡류 및 그 제품
702,"귀리, 쌀귀리, 대양, 도정, 생것",농축산물,곡류 및 그 제품
703,"귀리, 쌀귀리, 조양, 도정, 생것",농축산물,곡류 및 그 제품
704,"귀리, 쌀귀리, 도정, 밥",농축산물,곡류 및 그 제품
705,"귀리, 쌀귀리, 대양, 도정, 밥",농축산물,곡류 및 그 제품
706,"귀리, 쌀귀리, 조양, 도정, 밥",농축산물,곡류 및 그 제품
707,"귀리, 오트밀",농축산물,곡류 및 그 제품
708,"기장, 도정, 생것",농축산물,곡류 및 그 제품
709,"기장, 찰기장, 도정, 생것",농축산물,곡류 및 그 제품
710,"기장, 찰기장, 이백찰, 도정, 생것",농축산물,곡류 및 그 제품
711,"기장, 찰기장, 한라찰, 도정, 생것",농축산물,곡류 및 그 제품
712,"기장, 찰기장, 황실찰, 도정, 생것",농축산물,곡류 및 그 제품
713,"메밀, 도정, 생것",농축산물,곡류 및 그 제품
714,"메밀, 도정, 가루",농축산물,곡류 및 그 제품
715,"메밀 국수, 생것",농축산물,곡류 및 그 제품
716,"메밀 국수, 생것, 삶은것",농축산물,곡류 및 그 제품
717,"메밀 국수, 말린것",농축산물,곡류 및 그 제품
718,"메밀 국수, 말린것, 삶은것",농축산물,곡류 및 그 제품
719,"메밀 냉면, 말린것",농축산물,곡류 및 그 제품
720,"메밀 냉면, 말린것, 삶은것",농축산물,곡류 및 그 제품
721,메밀묵,농축산물,곡류 및 그 제품
722,"메밀묵, 가루",농축산물,곡류 및 그 제품
723,"멥쌀, 배아미, 생것",농축산물,곡류 및 그 제품
724,"멥쌀, 백미, 생것",농축산물,곡류 및 그 제품
725,"멥쌀, 백미, 고아미2호, 생것",농축산물,곡류 및 그 제품
726,"멥쌀, 백미, 골든퀸3호, 생것",농축산물,곡류 및 그 제품
727,"멥쌀, 백미, 금강1호, 생것",농축산물,곡류 및 그 제품
728,"멥쌀, 백미, 남찬, 생것",농축산물,곡류 및 그 제품
729,"멥쌀, 백미, 도담쌀, 생것",농축산물,곡류 및 그 제품
730,"멥쌀, 백미, 미품, 생것",농축산물,곡류 및 그 제품
731,"멥쌀, 백미, 보람찬, 생것",농축산물,곡류 및 그 제품
732,"멥쌀, 백미, 삼광, 생것",농축산물,곡류 및 그 제품
733,"멥쌀, 백미, 새일미, 생것",농축산물,곡류 및 그 제품
734,"멥쌀, 백미, 새추청벼, 생것",농축산물,곡류 및 그 제품
735,"멥쌀, 백미, 설갱, 생것",농축산물,곡류 및 그 제품
736,"멥쌀, 백미, 수라벼, 생것",농축산물,곡류 및 그 제품
737,"멥쌀, 백미, 신동진, 생것",농축산물,곡류 및 그 제품
738,"멥쌀, 백미, 알찬미, 생것",농축산물,곡류 및 그 제품
739,"멥쌀, 백미, 영호진미, 생것",농축산물,곡류 및 그 제품
740,"멥쌀, 백미, 예찬, 생것",농축산물,곡류 및 그 제품
741,"멥쌀, 백미, 오대, 생것",농축산물,곡류 및 그 제품
742,"멥쌀, 백미, 운광, 생것",농축산물,곡류 및 그 제품
743,"멥쌀, 백미, 일미벼, 생것",농축산물,곡류 및 그 제품
744,"멥쌀, 백미, 일품, 생것",농축산물,곡류 및 그 제품
745,"멥쌀, 백미, 일품벼, 생것",농축산물,곡류 및 그 제품
746,"멥쌀, 백미, 추청벼, 생것",농축산물,곡류 및 그 제품
747,"멥쌀, 백미, 친들, 생것",농축산물,곡류 및 그 제품
748,"멥쌀, 백미, 큰눈벼, 생것",농축산물,곡류 및 그 제품
749,"멥쌀, 백미, 통일벼, 생것",농축산물,곡류 및 그 제품
750,"멥쌀, 백미, 팔방미, 생것",농축산물,곡류 및 그 제품
751,"멥쌀, 백미, 하이아미, 생것",농축산물,곡류 및 그 제품
752,"멥쌀, 백미, 한가루, 생것",농축산물,곡류 및 그 제품
753,"멥쌀, 백미, 한아름4호, 생것",농축산물,곡류 및 그 제품
754,"멥쌀, 백미, 해담쌀, 생것",농축산물,곡류 및 그 제품
755,"멥쌀, 백미, 해들, 생것",농축산물,곡류 및 그 제품
756,"멥쌀, 백미, 해품, 생것",농축산물,곡류 및 그 제품
757,"멥쌀, 백미, 향미벼, 생것",농축산물,곡류 및 그 제품
758,"멥쌀, 백미, 호품벼, 생것",농축산물,곡류 및 그 제품
759,"멥쌀, 백미, 히토메보레, 생것",농축산물,곡류 및 그 제품
760,"멥쌀, 백미, 밭벼, 생것",농축산물,곡류 및 그 제품
761,"멥쌀, 백미, 밥",농축산물,곡류 및 그 제품
762,"멥쌀, 백미, 농림나1호, 밥",농축산물,곡류 및 그 제품
763,"멥쌀, 백미, 밭벼, 밥",농축산물,곡류 및 그 제품
764,"멥쌀, 백미, 삼광, 밥",농축산물,곡류 및 그 제품
765,"멥쌀, 백미, 새일미, 밥",농축산물,곡류 및 그 제품
766,"멥쌀, 백미, 새추청벼, 밥",농축산물,곡류 및 그 제품
767,"멥쌀, 백미, 수라벼, 밥",농축산물,곡류 및 그 제품
768,"멥쌀, 백미, 신동진, 밥",농축산물,곡류 및 그 제품
769,"멥쌀, 백미, 오대, 밥",농축산물,곡류 및 그 제품
770,"멥쌀, 백미, 일품벼, 밥",농축산물,곡류 및 그 제품
771,"멥쌀, 백미, 추청벼, 밥",농축산물,곡류 및 그 제품
772,"멥쌀, 백미, 죽",농축산물,곡류 및 그 제품
773,"멥쌀, 백미, 삼광, 죽",농축산물,곡류 및 그 제품
774,"멥쌀, 백미, 새일미, 죽",농축산물,곡류 및 그 제품
775,"멥쌀, 백미, 신동진, 죽",농축산물,곡류 및 그 제품
776,"멥쌀, 백미, 오대, 죽",농축산물,곡류 및 그 제품
777,"멥쌀, 백미, 미음",농축산물,곡류 및 그 제품
778,"멥쌀, 백미, 가루",농축산물,곡류 및 그 제품
779,"멥쌀, 칠분도미, 생것",농축산물,곡류 및 그 제품
780,"멥쌀, 칠분도미, 농림나1호, 생것",농축산물,곡류 및 그 제품
781,"멥쌀, 칠분도미, 밭벼, 생것",농축산물,곡류 및 그 제품
782,"멥쌀, 칠분도미, 밥",농축산물,곡류 및 그 제품
783,"멥쌀, 칠분도미, 농림나1호, 밥",농축산물,곡류 및 그 제품
784,"멥쌀, 칠분도미, 밭벼, 밥",농축산물,곡류 및 그 제품
785,"멥쌀, 칠분도미, 죽",농축산물,곡류 및 그 제품
786,"멥쌀, 칠분도미, 미음",농축산물,곡류 및 그 제품
787,"멥쌀, 현미, 생것",농축산물,곡류 및 그 제품
788,"멥쌀, 현미, 고아미2호, 생것",농축산물,곡류 및 그 제품
789,"멥쌀, 현미, 골든퀸3호, 생것",농축산물,곡류 및 그 제품
790,"멥쌀, 현미, 금강1호, 생것",농축산물,곡류 및 그 제품
791,"멥쌀, 현미, 남찬, 생것",농축산물,곡류 및 그 제품
792,"멥쌀, 현미, 농림나1호, 생것",농축산물,곡류 및 그 제품
793,"멥쌀, 현미, 도담쌀, 생것",농축산물,곡류 및 그 제품
794,"멥쌀, 현미, 미품, 생것",농축산물,곡류 및 그 제품
795,"멥쌀, 현미, 보람찬, 생것",농축산물,곡류 및 그 제품
796,"멥쌀, 현미, 삼광, 생것",농축산물,곡류 및 그 제품
797,"멥쌀, 현미, 새일미, 생것",농축산물,곡류 및 그 제품
798,"멥쌀, 현미, 설갱, 생것",농축산물,곡류 및 그 제품
